Psalms	Psa	50	1	Εἰς τὸ τέλος· ψαλμὸς τῷ Δαυιδ
Psalms	Psa	50	2	ἐν τῷ ἐλθεῖν πρὸς αὐτὸν Ναθαν τὸν προφήτην, ἡνίκα εἰσῆλθεν πρὸς Βηρσαβεε.
Psalms	Psa	50	3	Ἐλέησόν με, ὁ θεός, κατὰ τὸ μέγα ἔλεός σου καὶ κατὰ τὸ πλῆθος τῶν οἰκτιρμῶν σου ἐξάλειψον τὸ ἀνό μημά μου·
Psalms	Psa	50	4	ἐπὶ πλεῖον πλῦνόν με ἀπὸ τῆς ἀνομίας μου καὶ ἀπὸ τῆς ἁμαρτίας μου καθάρισόν με.
Psalms	Psa	50	5	ὅτι τὴν ἀνομίαν μου ἐγὼ γινώσκω, καὶ ἡ ἁμαρτία μου ἐνώπιόν μού ἐστιν διὰ παντός.
Psalms	Psa	50	6	σοὶ μόνῳ ἥμαρτον καὶ τὸ πονηρὸν ἐνώπιόν σου ἐποίησα, ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου καὶ νικήσῃς ἐν τῷ κρίνεσθαί σε.
Psalms	Psa	50	7	ἰδοὺ γὰρ ἐν ἀνομίαις συνελήμφθην, καὶ ἐν ἁμαρτίαις ἐκίσσησέν με ἡ μήτηρ μου.
Psalms	Psa	50	8	ἰδοὺ γὰρ ἀλήθειαν ἠγάπησας, τὰ ἄδηλα καὶ τὰ κρύφια τῆς σοφίας σου ἐδήλωσάς μοι.
Psalms	Psa	50	9	ῥαντιεῖς με ὑσσώπῳ, καὶ καθαρισθήσομαι· πλυνεῖς με, καὶ ὑπὲρ χιόνα λευκανθήσομαι.
Psalms	Psa	50	10	ἀκουτιεῖς με ἀγαλλίασιν καὶ εὐφροσύνην· ἀγαλλιάσονται ὀστᾶ τεταπεινωμένα.
Psalms	Psa	50	11	ἀπόστρεψον τὸ πρόσωπόν σου ἀπὸ τῶν ἁμαρτιῶν μου καὶ πάσας τὰς ἀνομίας μου ἐξάλειψον.
Psalms	Psa	50	12	καρδίαν καθαρὰν κτίσον ἐν ἐμοί, ὁ θεός, καὶ πνεῦμα εὐθὲς ἐγκαίνισον ἐν τοῖς ἐγκάτοις μου.
Psalms	Psa	50	13	μὴ ἀπορρίψῃς με ἀπὸ τοῦ προσώπου σου καὶ τὸ πνεῦμα τὸ ἅγιόν σου μὴ ἀντανέλῃς ἀπ’ ἐμοῦ.
Psalms	Psa	50	14	ἀπόδος μοι τὴν ἀγαλλίασιν τοῦ σωτηρίου σου καὶ πνεύματι ἡγεμονικῷ στήρισόν με.
Psalms	Psa	50	15	διδάξω ἀνόμους τὰς ὁδούς σου, καὶ ἀσεβεῖς ἐπὶ σὲ ἐπιστρέψουσιν.
Psalms	Psa	50	16	ῥῦσαί με ἐξ αἱμάτων, ὁ θεὸς ὁ θεὸς τῆς σωτηρίας μου· ἀγαλλιάσεται ἡ γλῶσσά μου τὴν δικαιοσύνην σου.
Psalms	Psa	50	17	κύριε, τὰ χείλη μου ἀνοίξεις, καὶ τὸ στόμα μου ἀναγγελεῖ τὴν αἴνεσίν σου.
Psalms	Psa	50	18	ὅτι εἰ ἠθέλησας θυσίαν, ἔδωκα ἄν· ὁλοκαυτώματα οὐκ εὐδοκήσεις.
Psalms	Psa	50	19	θυσία τῷ θεῷ πνεῦμα συντετριμμένον, καρδίαν συντετριμμένην καὶ τεταπεινωμένην ὁ θεὸς οὐκ ἐξ ουθενώσει.
Psalms	Psa	50	20	ἀγάθυνον, κύριε, ἐν τῇ εὐδοκίᾳ σου τὴν Σιων, καὶ οἰκοδομηθήτω τὰ τείχη Ιερουσαλημ·
Psalms	Psa	50	21	τότε εὐδοκήσεις θυσίαν δικαιοσύνης, ἀναφορὰν καὶ ὁλοκαυτώματα· τότε ἀνοίσουσιν ἐπὶ τὸ θυσιαστήριόν σου μόσχους.
